latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
19.438055,100.141945,332.42,0.38,0.36,2021-12-01,0630,N,VIIRS,n,1,299.42,1.11,D,0
19.425127,100.035538,334.05,0.38,0.36,2021-12-01,0630,N,VIIRS,n,1,301.86,2.18,D,0
19.46167,100.096764,332.63,0.38,0.36,2021-12-01,0630,N,VIIRS,n,1,299.17,5.99,D,0
19.47525,100.008286,335.19,0.38,0.36,2021-12-01,0630,N,VIIRS,n,1,300.16,2.13,D,0
19.153492,97.965744,330.4,0.43,0.38,2021-12-01,0630,N,VIIRS,n,1,297.97,3.03,D,0
19.520918,99.999969,325.94,0.38,0.36,2021-12-01,0630,N,VIIRS,l,1,298.68,2.8,D,0
19.481169,99.721184,332.79,0.39,0.36,2021-12-01,0630,N,VIIRS,n,1,299.29,2.87,D,0
19.48951,99.731049,332.93,0.39,0.36,2021-12-01,0630,N,VIIRS,n,1,299.23,1.98,D,0
19.539083,99.985634,325.35,0.38,0.36,2021-12-01,0630,N,VIIRS,n,1,298.02,0.78,D,0
19.481464,99.483009,334.48,0.39,0.36,2021-12-01,0630,N,VIIRS,n,1,298.79,3.56,D,0
19.620136,100.338913,326.34,0.38,0.36,2021-12-01,0630,N,VIIRS,l,1,298.1,3.68,D,0
19.65148,100.255028,327.43,0.38,0.36,2021-12-01,0630,N,VIIRS,n,1,298.7,1.85,D,0
19.607996,99.970154,328.47,0.38,0.36,2021-12-01,0630,N,VIIRS,n,1,298.64,2.11,D,0
19.701529,100.2724,327.21,0.38,0.36,2021-12-01,0630,N,VIIRS,l,1,300.51,2.81,D,0
19.842928,100.023552,333.32,0.38,0.36,2021-12-01,0630,N,VIIRS,n,1,299.44,2.55,D,0
