OBJECTID,FID_output_XYTableToPoint,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,id,easting,northing,zone_number,zone_letter,Date,Date_Ordinal,Cluster,FID_อุทยานแห่งชาติแม่ปิง_Merge,AREA,PERIMETER,PROV_CODE,PROV_NAM_T,PROV_NAM_E,REGION,DNPO_CODE,DNPO_TH,LOCATION,TYPT,FR_ID,FR_NAME,PROVINCE,SOURCE,TYPE,F_CODE,KM2,RAI,fullname
1592,1050,17.56613,98.70624,316.15,0.38,0.36,2023-03-02,1902,1,VIIRS,n,2.0NRT,293.58,1.57,N,1050,468826.521,1942209.035,47,Q,2023-03-02,738581,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1593,2354,17.56643,98.74553,305.72,0.46,0.39,2023-02-28,1849,N,VIIRS,n,2.0NRT,291.2,0.82,N,2354,472996.0002,1942236.204,47,Q,2023-02-28,738579,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1594,2753,17.5665,98.70897,301.3,0.56,0.69,2023-03-02,1953,N,VIIRS,n,2.0NRT,290.98,1.21,N,2753,469116.2903,1942249.523,47,Q,2023-03-02,738581,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1595,2547,17.5668,98.76063,302.1,0.59,0.53,2023-03-01,1832,N,VIIRS,n,2.0NRT,291.02,1.03,N,2547,474598.4505,1942275.054,47,Q,2023-03-01,738580,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1596,602,17.56686,98.72131,330.55,0.43,0.38,2023-03-01,648,1,VIIRS,l,2.0NRT,303.21,2.45,D,602,470425.8616,1942287.385,47,Q,2023-03-01,738580,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1597,2092,17.56689,98.73753,307.22,0.4,0.37,2023-02-27,1908,N,VIIRS,n,2.0NRT,290.2,1.6,N,2092,472147.1169,1942288.251,47,Q,2023-02-27,738578,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1598,2353,17.56705,98.7412,307.51,0.46,0.39,2023-02-28,1849,N,VIIRS,n,2.0NRT,291.01,1.21,N,2353,472536.5976,1942305.417,47,Q,2023-02-28,738579,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1599,3294,17.56726,98.86242,306.14,0.36,0.58,2023-03-08,1940,N,VIIRS,n,2.0NRT,289.77,0.58,N,3294,485400.2977,1942315.22,47,Q,2023-03-08,738587,1,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1600,599,17.56732,98.75031,331.9,0.43,0.38,2023-03-01,648,1,VIIRS,l,2.0NRT,304.68,3.17,D,599,473503.3792,1942333.993,47,Q,2023-03-01,738580,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1601,2546,17.56735,98.75578,325.53,0.59,0.53,2023-03-01,1832,N,VIIRS,n,2.0NRT,293.49,3.02,N,2546,474083.8523,1942336.557,47,Q,2023-03-01,738580,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1602,601,17.56741,98.7253,340.36,0.43,0.38,2023-03-01,648,1,VIIRS,n,2.0NRT,304.32,3.97,D,601,470849.3647,1942347.616,47,Q,2023-03-01,738580,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1603,685,17.56776,98.75749,320.32,0.55,0.43,2023-03-01,1919,1,VIIRS,n,2.0NRT,292.99,2.78,N,685,474265.373,1942381.684,47,Q,2023-03-01,738580,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1604,1943,17.56788,98.78264,300.55,0.45,0.47,2023-02-26,1927,N,VIIRS,n,2.0NRT,289.68,0.82,N,1943,476934.2619,1942391.727,47,Q,2023-02-26,738577,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1605,1700,17.56828,98.86386,309.17,0.45,0.39,2023-03-08,1847,1,VIIRS,n,2.0NRT,291.18,0.75,N,1700,485553.1886,1942427.954,47,Q,2023-03-08,738587,1,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1606,845,17.56832,98.75653,335.23,0.42,0.38,2023-03-02,629,1,VIIRS,n,2.0NRT,304.84,2.92,D,845,474163.5788,1942443.768,47,Q,2023-03-02,738581,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1607,143,17.56875,98.79094,307.83,0.4,0.37,2023-02-25,1853,1,VIIRS,n,2.0NRT,291.73,1.1,N,143,477815.1479,1942486.987,47,Q,2023-02-25,738576,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1608,1048,17.56886,98.7104,318.31,0.38,0.36,2023-03-02,1902,1,VIIRS,n,2.0NRT,293.23,1.65,N,1048,469268.4394,1942510.383,47,Q,2023-03-02,738581,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1609,1869,17.56967,98.7851,299.69,0.45,0.47,2023-02-26,1927,N,VIIRS,n,2.0NRT,289.58,0.8,N,1869,477195.5366,1942589.461,47,Q,2023-02-26,738577,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1610,2835,17.56965,98.70935,331.15,0.41,0.45,2023-03-03,701,N,VIIRS,l,2.0NRT,305.06,2.91,D,2835,469157.1493,1942597.953,47,Q,2023-03-03,738582,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1611,2351,17.56994,98.79854,307.42,0.46,0.39,2023-02-28,1849,N,VIIRS,n,2.0NRT,291.01,1.15,N,2351,478621.7808,1942617.767,47,Q,2023-02-28,738579,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1612,2897,17.56999,98.7014,311.24,0.56,0.51,2023-03-03,1934,N,VIIRS,n,2.0NRT,292.17,2.07,N,2897,468313.5736,1942636.878,47,Q,2023-03-03,738582,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1613,2554,17.57049,98.75517,312.05,0.59,0.53,2023-03-01,1832,N,VIIRS,n,2.0NRT,292.76,1.97,N,2554,474019.568,1942684.025,47,Q,2023-03-01,738580,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1614,2887,17.57059,98.70393,310.87,0.56,0.51,2023-03-03,1934,N,VIIRS,n,2.0NRT,292.15,1.66,N,2887,468582.1542,1942702.837,47,Q,2023-03-03,738582,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1615,1045,17.57085,98.76226,318.83,0.38,0.36,2023-03-02,1902,1,VIIRS,n,2.0NRT,292.84,1.32,N,1045,474771.9854,1942722.896,47,Q,2023-03-02,738581,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1616,440,17.57089,98.74313,300.82,0.37,0.58,2023-02-28,1938,1,VIIRS,n,2.0NRT,290.57,0.79,N,440,472741.9818,1942729.967,47,Q,2023-02-28,738579,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1617,2030,17.571,98.8106,338.11,0.39,0.36,2023-02-27,637,N,VIIRS,n,2.0NRT,301.29,3.86,D,2030,479901.6661,1942733.719,47,Q,2023-02-27,738578,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1618,2553,17.5711,98.75009,305.19,0.59,0.53,2023-03-01,1832,N,VIIRS,n,2.0NRT,293.21,1.33,N,2553,473480.5837,1942752.213,47,Q,2023-03-01,738580,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1619,1699,17.57124,98.86871,304.42,0.45,0.39,2023-03-08,1847,1,VIIRS,n,2.0NRT,291.49,1.11,N,1699,486068.0849,1942755.061,47,Q,2023-03-08,738587,1,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1620,1658,17.57137,98.86536,330.21,0.4,0.44,2023-03-08,618,1,VIIRS,l,2.0NRT,303.09,5.89,D,1658,485712.6074,1942769.692,47,Q,2023-03-08,738587,1,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1621,2352,17.57131,98.73733,306,0.46,0.39,2023-02-28,1849,N,VIIRS,n,2.0NRT,290.7,1.21,N,2352,472126.5698,1942777.275,47,Q,2023-02-28,738579,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1622,1313,17.57149,98.70467,303.5,0.56,0.43,2023-03-03,1842,1,VIIRS,n,2.0NRT,293.12,1.35,N,1313,468660.8358,1942802.283,47,Q,2023-03-03,738582,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1623,2886,17.57152,98.69933,308.3,0.56,0.51,2023-03-03,1934,N,VIIRS,n,2.0NRT,292.29,1.66,N,2886,468094.1787,1942806.492,47,Q,2023-03-03,738582,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
