latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
14.950129,101.529373,341.79,0.37,0.58,2022-02-01,0706,N,VIIRS,n,1,292.24,7.2,D,0
14.662594,98.748055,334.4,0.47,0.48,2022-02-01,0706,N,VIIRS,l,1,304.48,4.78,D,0
14.789668,99.448616,351.56,0.53,0.5,2022-02-01,0706,N,VIIRS,n,1,305.08,14.94,D,0
14.801278,99.466385,331.07,0.53,0.5,2022-02-01,0706,N,VIIRS,l,1,301.63,5.19,D,0
14.800723,99.461876,344.01,0.53,0.5,2022-02-01,0706,N,VIIRS,n,1,302.05,5.19,D,0
14.806484,99.432083,336.22,0.53,0.5,2022-02-01,0706,N,VIIRS,n,1,302.82,4.75,D,0
14.815241,99.464775,332.28,0.53,0.5,2022-02-01,0706,N,VIIRS,n,1,301.92,7.47,D,0
14.818782,99.455269,331.29,0.53,0.5,2022-02-01,0706,N,VIIRS,l,1,302,10.36,D,0
14.857244,99.688728,342.43,0.55,0.51,2022-02-01,0706,N,VIIRS,n,1,305.38,37.53,D,0
14.765596,98.957451,331.76,0.49,0.49,2022-02-01,0706,N,VIIRS,l,1,304.25,4.28,D,0
14.769393,98.951462,330.69,0.49,0.49,2022-02-01,0706,N,VIIRS,l,1,301.84,6.89,D,0
15.000276,100.525719,341.09,0.63,0.54,2022-02-01,0706,N,VIIRS,n,1,295.88,6.45,D,0
14.999593,100.519821,335.71,0.63,0.54,2022-02-01,0706,N,VIIRS,n,1,295.53,6.45,D,0
14.87955,99.306923,338.45,0.52,0.5,2022-02-01,0706,N,VIIRS,n,1,299.89,7.02,D,0
15.458173,103.191734,334.28,0.48,0.65,2022-02-01,0706,N,VIIRS,n,1,293.95,3.1,D,0
15.543533,103.761322,345.06,0.52,0.67,2022-02-01,0706,N,VIIRS,n,1,292.07,7.95,D,0
15.077745,99.704376,343.46,0.55,0.51,2022-02-01,0706,N,VIIRS,n,1,305.47,7.16,D,0
15.089367,99.681686,344.24,0.55,0.51,2022-02-01,0706,N,VIIRS,n,1,303.96,13.56,D,0
15.088715,99.676437,350.54,0.55,0.51,2022-02-01,0706,N,VIIRS,n,1,307.94,30.73,D,0
15.0941,99.681076,350.72,0.55,0.51,2022-02-01,0706,N,VIIRS,n,1,309.15,65.4,D,0
15.093446,99.67585,340.53,0.55,0.51,2022-02-01,0706,N,VIIRS,n,1,305.42,49.54,D,0
15.078324,99.70153,345.32,0.55,0.51,2022-02-01,0706,N,VIIRS,n,1,305.65,7.82,D,0
15.090101,99.678764,367,0.55,0.51,2022-02-01,0706,N,VIIRS,h,1,310.45,75.2,D,0
15.094836,99.678139,347.92,0.55,0.51,2022-02-01,0706,N,VIIRS,n,1,306.65,60.55,D,0
15.542071,103.763199,335.2,0.52,0.67,2022-02-01,0706,N,VIIRS,n,1,292.03,7.42,D,0
15.375942,101.301437,337.66,0.36,0.57,2022-02-01,0706,N,VIIRS,n,1,297.02,3.39,D,0
15.439233,101.802284,333.88,0.39,0.59,2022-02-01,0706,N,VIIRS,n,1,292.99,2.92,D,0
15.438948,101.800568,340.59,0.39,0.59,2022-02-01,0706,N,VIIRS,n,1,293.3,2.25,D,0
15.463017,101.665794,352.37,0.38,0.59,2022-02-01,0706,N,VIIRS,n,1,294.79,4.42,D,0
15.462621,101.662201,338.3,0.38,0.59,2022-02-01,0706,N,VIIRS,n,1,290.77,4.42,D,0
15.419027,100.85482,342.98,0.33,0.56,2022-02-01,0706,N,VIIRS,n,1,298.12,2.01,D,0
15.583491,102.093292,338.5,0.41,0.6,2022-02-01,0706,N,VIIRS,n,1,296.38,5.19,D,0
15.581553,102.092896,339.66,0.41,0.6,2022-02-01,0706,N,VIIRS,n,1,295.28,1.52,D,0
15.301866,99.545998,348.97,0.55,0.51,2022-02-01,0706,N,VIIRS,n,1,304.24,8.27,D,0
15.307782,99.555634,334.49,0.55,0.51,2022-02-01,0706,N,VIIRS,n,1,302.12,3.58,D,0
15.307183,99.55056,341.92,0.55,0.51,2022-02-01,0706,N,VIIRS,n,1,305.42,8.27,D,0
15.306579,99.545456,339.96,0.55,0.51,2022-02-01,0706,N,VIIRS,n,1,305.15,8.27,D,0
15.311899,99.550041,332.94,0.55,0.51,2022-02-01,0706,N,VIIRS,n,1,301.62,6.59,D,0
15.311295,99.54493,349.37,0.55,0.51,2022-02-01,0706,N,VIIRS,n,1,305.18,6.59,D,0
15.316006,99.544395,345.59,0.55,0.51,2022-02-01,0706,N,VIIRS,n,1,302.57,6.59,D,0
15.827583,104.080132,337.95,0.55,0.68,2022-02-01,0706,N,VIIRS,n,1,290.39,6.44,D,0
15.468265,100.72068,339.45,0.33,0.55,2022-02-01,0706,N,VIIRS,n,1,299.02,3.68,D,0
15.723381,102.50074,335.16,0.43,0.62,2022-02-01,0706,N,VIIRS,n,1,295.21,2.24,D,0
15.569652,100.636292,338.9,0.32,0.55,2022-02-01,0706,N,VIIRS,n,1,297.15,4.75,D,0
15.624138,100.144005,342.7,0.6,0.53,2022-02-01,0706,N,VIIRS,n,1,301.88,4.86,D,0
15.629069,100.143478,342.83,0.6,0.53,2022-02-01,0706,N,VIIRS,n,1,301.36,4.86,D,0
15.725781,100.575905,367,0.32,0.55,2022-02-01,0706,N,VIIRS,h,1,297.54,4.66,D,0
15.845248,101.601707,335.96,0.38,0.59,2022-02-01,0706,N,VIIRS,n,1,294.37,5.39,D,0
15.723813,100.576622,367,0.32,0.55,2022-02-01,0706,N,VIIRS,h,1,298.21,11.45,D,0
15.846341,101.603439,341.57,0.38,0.59,2022-02-01,0706,N,VIIRS,n,1,294.28,3.97,D,0
15.849471,101.581253,345.72,0.38,0.59,2022-02-01,0706,N,VIIRS,n,1,297.65,4.79,D,0
15.854904,101.580589,356.02,0.38,0.59,2022-02-01,0706,N,VIIRS,n,1,297.06,4.79,D,0
15.777617,100.873947,333.32,0.34,0.56,2022-02-01,0706,N,VIIRS,n,1,291.45,3.8,D,0
15.738993,100.52858,337.72,0.32,0.55,2022-02-01,0706,N,VIIRS,n,1,298.54,2.16,D,0
15.738651,100.525551,339.85,0.32,0.55,2022-02-01,0706,N,VIIRS,n,1,297.68,2.16,D,0
15.849002,100.900597,330.58,0.34,0.56,2022-02-01,0706,N,VIIRS,n,1,293.86,2.3,D,0
15.953301,101.671173,348.34,0.38,0.59,2022-02-01,0706,N,VIIRS,n,1,292.59,5.88,D,0
15.954048,101.67025,348.35,0.38,0.59,2022-02-01,0706,N,VIIRS,n,1,292.07,5.24,D,0
15.920612,100.918472,336.51,0.34,0.56,2022-02-01,0706,N,VIIRS,n,1,293.96,2.53,D,0
15.920568,100.554802,338.74,0.32,0.55,2022-02-01,0706,N,VIIRS,n,1,300.22,2.56,D,0
15.919206,100.499374,367,0.32,0.55,2022-02-01,0706,N,VIIRS,h,1,301.76,5.73,D,0
16.296713,102.926117,337.71,0.47,0.64,2022-02-01,0706,N,VIIRS,n,1,294.11,6.83,D,0
15.885132,99.329681,340.17,0.54,0.51,2022-02-01,0706,N,VIIRS,n,1,303.57,5.61,D,0
15.887513,99.327682,337.13,0.54,0.51,2022-02-01,0706,N,VIIRS,n,1,301.44,2.67,D,0
15.891514,99.321243,330.47,0.54,0.51,2022-02-01,0706,N,VIIRS,l,1,301.01,2.67,D,0
16.300297,102.929131,338.56,0.47,0.64,2022-02-01,0706,N,VIIRS,n,1,294.39,5.72,D,0
16.238714,101.988136,349.1,0.41,0.6,2022-02-01,0706,N,VIIRS,n,1,295.21,8.81,D,0
16.108973,100.657997,335.66,0.33,0.55,2022-02-01,0706,N,VIIRS,n,1,293.8,2.07,D,0
16.114079,100.657196,333.85,0.33,0.55,2022-02-01,0706,N,VIIRS,n,1,294.6,2.07,D,0
16.062218,99.705666,340.58,0.57,0.52,2022-02-01,0706,N,VIIRS,n,1,305.39,7.27,D,0
16.061558,99.700264,337.17,0.57,0.52,2022-02-01,0706,N,VIIRS,n,1,304.69,4.53,D,0
16.188587,100.892746,334.16,0.34,0.56,2022-02-01,0706,N,VIIRS,n,1,294.43,2.71,D,0
16.060953,99.70253,350.66,0.57,0.52,2022-02-01,0706,N,VIIRS,n,1,305.55,7.82,D,0
16.151731,100.104584,333.09,0.61,0.53,2022-02-01,0706,N,VIIRS,n,1,300.84,4.9,D,0
16.480097,102.721313,339.39,0.46,0.63,2022-02-01,0706,N,VIIRS,n,1,294.05,7.48,D,0
16.478561,102.722183,349.46,0.46,0.63,2022-02-01,0706,N,VIIRS,n,1,294.43,7.06,D,0
16.280577,100.524261,367,0.33,0.55,2022-02-01,0706,N,VIIRS,h,1,302.76,7.51,D,0
16.280231,100.521187,352.03,0.33,0.55,2022-02-01,0706,N,VIIRS,n,1,302.31,7.51,D,0
16.193596,98.851883,347.44,0.5,0.49,2022-02-01,0706,N,VIIRS,n,1,310.88,10.65,D,0
16.193039,98.847191,343.36,0.5,0.49,2022-02-01,0706,N,VIIRS,n,1,311.18,10.65,D,0
16.198141,98.851303,352.18,0.5,0.49,2022-02-01,0706,N,VIIRS,n,1,310.56,10.72,D,0
16.401274,100.473244,367,0.32,0.55,2022-02-01,0706,N,VIIRS,h,1,302.29,4.67,D,0
16.451214,99.935127,342.07,0.6,0.53,2022-02-01,0706,N,VIIRS,n,1,302.71,5.17,D,0
16.5839,101.016281,338.87,0.35,0.57,2022-02-01,0706,N,VIIRS,n,1,291.28,7.19,D,0
16.583527,101.012924,348.58,0.35,0.57,2022-02-01,0706,N,VIIRS,n,1,288.49,4.77,D,0
16.556423,99.015404,341.93,0.52,0.5,2022-02-01,0706,N,VIIRS,n,1,300.47,8.96,D,0
16.621786,99.528679,333.54,0.57,0.52,2022-02-01,0706,N,VIIRS,l,1,307.44,2.64,D,0
16.530022,98.756348,348.08,0.5,0.49,2022-02-01,0706,N,VIIRS,n,1,307.7,7.9,D,0
16.62657,99.528076,345.35,0.57,0.52,2022-02-01,0706,N,VIIRS,n,1,307.27,5.91,D,0
16.536232,98.769638,344.4,0.5,0.49,2022-02-01,0706,N,VIIRS,n,1,305.64,7.68,D,0
16.844831,101.021957,333.57,0.36,0.57,2022-02-01,0706,N,VIIRS,n,1,296.99,3.32,D,0
16.638498,99.187088,343.47,0.54,0.51,2022-02-01,0706,N,VIIRS,n,1,304.24,9.06,D,0
16.640202,99.183395,344.94,0.54,0.51,2022-02-01,0706,N,VIIRS,n,1,304.68,9.6,D,0
16.738525,98.635742,353.76,0.5,0.49,2022-02-01,0706,N,VIIRS,n,1,302.31,10.77,D,0
17.195908,102.395401,342.33,0.44,0.63,2022-02-01,0706,N,VIIRS,n,1,295.98,6.62,D,0
17.195049,102.392838,340.62,0.44,0.63,2022-02-01,0706,N,VIIRS,n,1,295.43,4.08,D,0
16.792976,98.542839,335.88,0.49,0.49,2022-02-01,0706,N,VIIRS,n,1,306.99,2.2,D,0
17.030163,100.585915,333.02,0.34,0.56,2022-02-01,0706,N,VIIRS,n,1,298.01,3.56,D,0
16.943579,99.298538,334.65,0.55,0.51,2022-02-01,0706,N,VIIRS,l,1,305.24,3.54,D,0
17.071783,100.264229,367,0.32,0.55,2022-02-01,0706,N,VIIRS,h,1,304.08,6.09,D,0
17.076843,100.263634,367,0.32,0.55,2022-02-01,0706,N,VIIRS,h,1,302.16,6.09,D,0
17.075996,100.264915,367,0.32,0.55,2022-02-01,0706,N,VIIRS,h,1,301.78,10.4,D,0
17.075666,100.261864,349.57,0.32,0.55,2022-02-01,0706,N,VIIRS,n,1,302.39,4.05,D,0
17.080725,100.261253,349.02,0.32,0.55,2022-02-01,0706,N,VIIRS,n,1,300.7,4.05,D,0
17.078077,100.236893,332.15,0.32,0.55,2022-02-01,0706,N,VIIRS,n,1,300.28,2.2,D,0
16.98189,99.328049,336.95,0.55,0.51,2022-02-01,0706,N,VIIRS,n,1,304.03,3.81,D,0
17.387018,102.661438,336.36,0.47,0.64,2022-02-01,0706,N,VIIRS,n,1,294.62,4.87,D,0
17.509127,103.583397,367,0.54,0.68,2022-02-01,0706,N,VIIRS,h,1,292.72,22.01,D,0
17.512344,103.584114,367,0.54,0.68,2022-02-01,0706,N,VIIRS,h,1,291.77,19.05,D,0
17.511877,103.578995,342.29,0.54,0.68,2022-02-01,0706,N,VIIRS,n,1,290.44,10.99,D,0
17.158081,99.471718,331.19,0.57,0.52,2022-02-01,0706,N,VIIRS,n,1,301.9,2.89,D,0
17.161802,99.297462,340.8,0.55,0.51,2022-02-01,0706,N,VIIRS,n,1,305.88,6.54,D,0
17.149202,99.151695,335.91,0.54,0.51,2022-02-01,0706,N,VIIRS,n,1,304.83,3.42,D,0
17.570562,102.897461,367,0.48,0.65,2022-02-01,0706,N,VIIRS,h,1,297.22,9.78,D,0
17.571045,102.902184,335.59,0.48,0.65,2022-02-01,0706,N,VIIRS,n,1,294.94,15.7,D,0
17.570084,102.892776,335.22,0.48,0.65,2022-02-01,0706,N,VIIRS,n,1,293.88,9.78,D,0
17.576599,102.896835,338.95,0.48,0.65,2022-02-01,0706,N,VIIRS,n,1,292.9,9.78,D,0
17.150888,99.148743,331.95,0.54,0.51,2022-02-01,0706,N,VIIRS,l,1,305.01,1.73,D,0
17.176073,99.244957,339.82,0.55,0.51,2022-02-01,0706,N,VIIRS,n,1,308.35,4.99,D,0
17.572531,102.898384,367,0.49,0.65,2022-02-01,0706,N,VIIRS,h,1,295.59,15.54,D,0
17.572084,102.893684,367,0.48,0.65,2022-02-01,0706,N,VIIRS,h,1,295.07,15.54,D,0
17.182602,99.176025,347.48,0.55,0.51,2022-02-01,0706,N,VIIRS,n,1,308.79,6.78,D,0
17.123592,98.586708,342.69,0.5,0.49,2022-02-01,0706,N,VIIRS,n,1,302.13,4.53,D,0
17.423033,101.23082,343.57,0.38,0.58,2022-02-01,0706,N,VIIRS,n,1,296.49,3.77,D,0
17.142128,98.549835,343.55,0.5,0.49,2022-02-01,0706,N,VIIRS,n,1,300.97,8.1,D,0
17.259615,99.140648,342.32,0.54,0.51,2022-02-01,0706,N,VIIRS,n,1,306.43,4.86,D,0
17.261349,99.1436,333.57,0.54,0.51,2022-02-01,0706,N,VIIRS,l,1,305.75,3.62,D,0
17.783636,102.843987,334.64,0.48,0.65,2022-02-01,0706,N,VIIRS,n,1,291.23,2.64,D,0
17.387367,98.77874,330.53,0.52,0.5,2022-02-01,0706,N,VIIRS,l,1,304.34,10.64,D,0
17.807428,102.412727,332.02,0.45,0.63,2022-02-01,0706,N,VIIRS,n,1,294.06,2.01,D,3
17.503778,99.365089,334.25,0.57,0.52,2022-02-01,0706,N,VIIRS,n,1,300.38,4,D,0
17.686028,100.518784,356.5,0.34,0.56,2022-02-01,0706,N,VIIRS,n,1,299.55,6.41,D,0
17.730679,100.495132,350.95,0.34,0.56,2022-02-01,0706,N,VIIRS,n,1,297.74,6.25,D,0
17.731949,100.493385,352.54,0.34,0.56,2022-02-01,0706,N,VIIRS,n,1,296.67,3.71,D,0
17.783703,100.634048,347.7,0.35,0.56,2022-02-01,0706,N,VIIRS,n,1,300.81,4.59,D,0
17.788773,100.631912,342.63,0.35,0.56,2022-02-01,0706,N,VIIRS,n,1,296.07,4.59,D,0
17.817486,100.65239,341.97,0.35,0.57,2022-02-01,0706,N,VIIRS,n,1,297.96,2.67,D,0
17.822611,100.650726,330.68,0.35,0.57,2022-02-01,0706,N,VIIRS,n,1,297.47,2.67,D,0
17.873867,100.82637,333.89,0.36,0.57,2022-02-01,0706,N,VIIRS,n,1,301.25,2.81,D,0
17.608513,98.532326,340.14,0.5,0.49,2022-02-01,0706,N,VIIRS,n,1,301.45,10.8,D,0
17.607948,98.527649,337.64,0.5,0.49,2022-02-01,0706,N,VIIRS,n,1,300.54,8.07,D,0
17.879162,100.825668,336.73,0.36,0.57,2022-02-01,0706,N,VIIRS,n,1,301.47,1.63,D,0
17.660482,98.924911,340.85,0.53,0.5,2022-02-01,0706,N,VIIRS,n,1,304.53,10.95,D,0
17.608976,98.528648,347.41,0.5,0.49,2022-02-01,0706,N,VIIRS,n,1,303.95,13.75,D,0
17.657986,98.921677,341.87,0.53,0.5,2022-02-01,0706,N,VIIRS,n,1,307.97,10.66,D,0
17.872175,100.824608,330.61,0.36,0.57,2022-02-01,0706,N,VIIRS,l,1,301.78,1.9,D,0
17.882317,100.767082,340.7,0.35,0.57,2022-02-01,0706,N,VIIRS,n,1,301.07,3.09,D,0
17.88755,100.765976,331.31,0.35,0.57,2022-02-01,0706,N,VIIRS,n,1,298.39,3.09,D,0
17.875431,100.650108,334.16,0.35,0.57,2022-02-01,0706,N,VIIRS,n,1,295.23,3.36,D,0
17.985235,100.630478,330.73,0.35,0.57,2022-02-01,0706,N,VIIRS,n,1,299.64,2.28,D,0
17.813759,99.017258,345.52,0.54,0.51,2022-02-01,0706,N,VIIRS,n,1,306.45,5.78,D,0
17.739923,98.262001,333.73,0.48,0.48,2022-02-01,0706,N,VIIRS,n,1,296.44,3.04,D,0
17.853888,99.117218,340.73,0.55,0.51,2022-02-01,0706,N,VIIRS,n,1,299.52,14.08,D,0
18.001154,100.150909,333.5,0.32,0.55,2022-02-01,0706,N,VIIRS,n,1,300.2,3.4,D,0
17.856665,98.816673,336.46,0.53,0.5,2022-02-01,0706,N,VIIRS,n,1,307.25,2.81,D,0
17.767399,98.006851,338.67,0.47,0.47,2022-02-01,0706,N,VIIRS,n,1,305.58,2.83,D,0
17.868841,98.800514,342.61,0.53,0.5,2022-02-01,0706,N,VIIRS,n,1,309.09,5.56,D,0
17.767374,98.007484,333.74,0.47,0.48,2022-02-01,0706,N,VIIRS,n,1,304.49,4.14,D,0
17.866983,98.797394,340.98,0.53,0.5,2022-02-01,0706,N,VIIRS,n,1,308.19,3.95,D,0
18.073406,100.265564,367,0.33,0.55,2022-02-01,0706,N,VIIRS,h,1,304.24,11.37,D,0
18.073072,100.262482,367,0.33,0.55,2022-02-01,0706,N,VIIRS,h,1,301.7,11.37,D,0
18.139795,100.637306,332.48,0.35,0.57,2022-02-01,0706,N,VIIRS,n,1,300.49,1.95,D,0
18.125105,100.263535,336.07,0.33,0.55,2022-02-01,0706,N,VIIRS,n,1,298.93,2.93,D,0
18.141575,100.271385,345.96,0.33,0.55,2022-02-01,0706,N,VIIRS,n,1,300.84,3.85,D,0
18.021824,98.846153,335.93,0.53,0.5,2022-02-01,0706,N,VIIRS,n,1,305.94,3.12,D,0
18.208641,100.33889,336.93,0.34,0.56,2022-02-01,0706,N,VIIRS,n,1,298.65,4.24,D,0
18.214193,100.341896,341.97,0.34,0.56,2022-02-01,0706,N,VIIRS,n,1,298.46,7.19,D,0
18.110165,99.407921,337.31,0.58,0.52,2022-02-01,0706,N,VIIRS,n,1,304.81,7.83,D,0
18.079197,98.972473,338.58,0.54,0.51,2022-02-01,0706,N,VIIRS,n,1,305.06,4.28,D,0
18.03577,98.324966,338.66,0.49,0.49,2022-02-01,0706,N,VIIRS,n,1,303.79,4.9,D,0
18.468218,100.732826,340.18,0.36,0.57,2022-02-01,0706,N,VIIRS,n,1,302.74,2.77,D,0
18.384071,99.818138,330.42,0.62,0.54,2022-02-01,0706,N,VIIRS,n,1,302.07,4.33,D,0
18.297539,99.05854,336.6,0.55,0.51,2022-02-01,0706,N,VIIRS,n,1,301.46,6.05,D,0
18.302326,99.058365,340.19,0.55,0.51,2022-02-01,0706,N,VIIRS,n,1,302.07,6.05,D,0
18.486065,100.40448,343.48,0.34,0.56,2022-02-01,0706,N,VIIRS,n,1,298.05,2.6,D,0
18.267649,98.367966,343.78,0.5,0.49,2022-02-01,0706,N,VIIRS,n,1,309.25,6.41,D,0
18.393089,99.395264,340.97,0.58,0.52,2022-02-01,0706,N,VIIRS,n,1,304.78,11.76,D,0
18.279009,98.38678,339.78,0.5,0.49,2022-02-01,0706,N,VIIRS,n,1,311.27,4.09,D,0
18.283491,98.385803,339.71,0.5,0.49,2022-02-01,0706,N,VIIRS,n,1,309.71,4.09,D,0
18.282972,98.381317,335.19,0.5,0.49,2022-02-01,0706,N,VIIRS,n,1,309.45,4.09,D,0
18.467541,99.984962,340.41,0.32,0.55,2022-02-01,0706,N,VIIRS,n,1,302.04,2.44,D,0
18.467224,99.982033,335.56,0.32,0.55,2022-02-01,0706,N,VIIRS,n,1,302.62,2.44,D,0
18.472662,99.984955,331.98,0.32,0.55,2022-02-01,0706,N,VIIRS,n,1,301.24,2.44,D,0
18.486603,99.971931,344.97,0.32,0.55,2022-02-01,0706,N,VIIRS,n,1,304.26,2.59,D,0
18.49897,99.808022,331.26,0.62,0.54,2022-02-01,0706,N,VIIRS,n,1,300.61,5.29,D,0
18.324167,98.302963,339.26,0.5,0.49,2022-02-01,0706,N,VIIRS,n,1,308.14,6.51,D,0
18.489424,99.678696,341.13,0.61,0.54,2022-02-01,0706,N,VIIRS,n,1,306.67,6.27,D,0
18.494354,99.677902,334.41,0.61,0.54,2022-02-01,0706,N,VIIRS,n,1,302.68,3.53,D,0
18.515215,99.817337,330.01,0.63,0.54,2022-02-01,0706,N,VIIRS,n,1,301.63,3.3,D,0
18.337549,98.300156,335.46,0.5,0.49,2022-02-01,0706,N,VIIRS,l,1,305.87,3.49,D,0
18.518948,99.805557,342.67,0.62,0.54,2022-02-01,0706,N,VIIRS,n,1,302.6,8.12,D,0
18.341978,98.298973,330.96,0.5,0.49,2022-02-01,0706,N,VIIRS,l,1,305.69,7.03,D,0
18.523947,99.804955,345.69,0.62,0.54,2022-02-01,0706,N,VIIRS,n,1,304.47,8.12,D,0
18.346397,98.297729,340.96,0.5,0.49,2022-02-01,0706,N,VIIRS,n,1,304.91,7.03,D,0
18.345827,98.293037,345.36,0.5,0.49,2022-02-01,0706,N,VIIRS,n,1,308.54,7.03,D,0
18.490744,99.682434,341.54,0.61,0.54,2022-02-01,0706,N,VIIRS,n,1,308.2,18.04,D,0
18.339293,98.301285,345.72,0.5,0.49,2022-02-01,0706,N,VIIRS,n,1,306.57,7.32,D,0
18.343191,98.295349,348.72,0.5,0.49,2022-02-01,0706,N,VIIRS,n,1,308.54,7.32,D,0
18.347628,98.294144,354.14,0.5,0.49,2022-02-01,0706,N,VIIRS,n,1,304.24,8.47,D,0
18.51874,99.803787,336.85,0.62,0.54,2022-02-01,0706,N,VIIRS,n,1,302.66,8.79,D,0
18.523722,99.803032,341.06,0.62,0.54,2022-02-01,0706,N,VIIRS,n,1,303.79,14.04,D,0
18.554909,99.952301,334.71,0.32,0.55,2022-02-01,0706,N,VIIRS,n,1,303.02,7.13,D,0
18.554552,99.948952,342.37,0.32,0.55,2022-02-01,0706,N,VIIRS,n,1,304.92,3.96,D,0
18.420605,98.369675,343.23,0.5,0.49,2022-02-01,0706,N,VIIRS,n,1,308.27,5.45,D,0
18.630758,100.082916,331.22,0.33,0.55,2022-02-01,0706,N,VIIRS,l,1,301.47,2.66,D,0
18.629406,100.024017,331.2,0.32,0.55,2022-02-01,0706,N,VIIRS,l,1,305.96,2.9,D,0
18.662962,100.233635,346.4,0.33,0.56,2022-02-01,0706,N,VIIRS,n,1,301.52,3.71,D,0
18.637749,100.006577,345.91,0.32,0.55,2022-02-01,0706,N,VIIRS,n,1,305.71,4.17,D,0
18.664446,100.234261,341.4,0.33,0.56,2022-02-01,0706,N,VIIRS,n,1,301.22,3.77,D,0
18.640852,100.006905,345.9,0.32,0.55,2022-02-01,0706,N,VIIRS,n,1,305.27,2.84,D,0
