latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
14.22916,98.81231,331.79,0.57,0.43,2023-02-23,0658,1,VIIRS,n,2.0NRT,299.63,21.6,D
14.22995,98.81825,334.8,0.57,0.43,2023-02-23,0658,1,VIIRS,n,2.0NRT,299.98,12.24,D
14.25761,99.02867,334.44,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,302.17,2.12,D
14.28249,99.21919,339.37,0.4,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,302.27,3.26,D
14.69852,102.60067,338.66,0.34,0.56,2023-02-23,0658,1,VIIRS,n,2.0NRT,301.88,2.67,D
14.22522,98.81304,339.7,0.57,0.43,2023-02-23,0658,1,VIIRS,n,2.0NRT,304.87,21.6,D
14.22599,98.81886,342.48,0.57,0.43,2023-02-23,0658,1,VIIRS,n,2.0NRT,299.23,12.24,D
14.2591,99.19855,338.8,0.4,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,303.82,3.17,D
14.24842,99.14769,338.82,0.4,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,296.26,2.31,D
14.24877,99.18251,346.77,0.4,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,300.16,6.53,D
14.26857,99.33706,332.45,0.41,0.45,2023-02-23,0658,1,VIIRS,n,2.0NRT,301.13,3.11,D
14.26464,99.37177,343.65,0.41,0.45,2023-02-23,0658,1,VIIRS,n,2.0NRT,305.71,3.96,D
14.71089,103.13306,344.95,0.37,0.58,2023-02-23,0658,1,VIIRS,n,2.0NRT,303.52,2.88,D
14.19167,98.83445,330.49,0.57,0.43,2023-02-23,0658,1,VIIRS,l,2.0NRT,303.34,4.12,D
14.19247,98.83199,334.65,0.57,0.43,2023-02-23,0658,1,VIIRS,n,2.0NRT,304.49,7.79,D
14.19751,98.86893,334.34,0.57,0.43,2023-02-23,0658,1,VIIRS,n,2.0NRT,303.69,6.78,D
14.23789,99.38374,342.61,0.41,0.45,2023-02-23,0658,1,VIIRS,n,2.0NRT,308.66,2.44,D
14.55729,102.26278,331.31,0.32,0.55,2023-02-23,0658,1,VIIRS,l,2.0NRT,305.55,2.72,D
14.11874,98.9477,334.6,0.38,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,300.74,3.32,D
14.11525,98.9521,330,0.38,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,300.72,2.94,D
14.11572,98.95576,337.83,0.38,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,301.43,2.94,D
14.1162,98.95944,331.84,0.38,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,300.33,4.47,D
