latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
15.403465,100.138809,337.76,0.45,0.47,2021-02-01,0606,N,VIIRS,n,1,301.07,3.27,D,0
15.579921,100.782356,334.98,0.41,0.45,2021-02-01,0606,N,VIIRS,n,1,303.06,2.13,D,0
16.115829,103.755447,338.69,0.43,0.38,2021-02-01,0606,N,VIIRS,n,1,304.22,4.59,D,0
16.117142,103.755249,335.87,0.43,0.38,2021-02-01,0606,N,VIIRS,n,1,302.46,3.86,D,0
15.68779,101.177963,339.48,0.38,0.43,2021-02-01,0606,N,VIIRS,n,1,305.44,2.79,D,0
15.836473,101.905846,340.48,0.52,0.42,2021-02-01,0606,N,VIIRS,n,1,301.57,4.54,D,0
16.04228,103.088608,343.94,0.45,0.39,2021-02-01,0606,N,VIIRS,n,1,304.13,5.42,D,0
15.840278,101.905174,334.73,0.52,0.42,2021-02-01,0606,N,VIIRS,n,1,299.79,4.54,D,0
15.813838,101.753441,330.7,0.53,0.42,2021-02-01,0606,N,VIIRS,l,1,302.55,2.15,D,0
15.65387,100.802986,331.72,0.4,0.45,2021-02-01,0606,N,VIIRS,l,1,303.81,2.16,D,0
15.658627,100.806038,344.28,0.4,0.45,2021-02-01,0606,N,VIIRS,n,1,303.29,6.85,D,0
15.620885,100.595596,335.49,0.42,0.45,2021-02-01,0606,N,VIIRS,l,1,306.06,4.52,D,0
15.620187,100.591721,344.83,0.42,0.45,2021-02-01,0606,N,VIIRS,n,1,306.15,7.23,D,0
15.625015,100.594818,343.93,0.42,0.45,2021-02-01,0606,N,VIIRS,n,1,305.72,4.52,D,0
15.723963,101.126831,342.49,0.39,0.44,2021-02-01,0606,N,VIIRS,n,1,303.03,3.45,D,0
15.54982,100.154343,336.46,0.45,0.47,2021-02-01,0606,N,VIIRS,n,1,302.97,3.96,D,0
15.822863,101.530174,334.77,0.55,0.42,2021-02-01,0606,N,VIIRS,n,1,302.06,4.69,D,0
15.821999,101.525154,344.36,0.55,0.43,2021-02-01,0606,N,VIIRS,n,1,302.56,4.69,D,0
15.826757,101.529495,336.6,0.55,0.42,2021-02-01,0606,N,VIIRS,n,1,299.9,9.86,D,0
15.825896,101.524513,352.97,0.55,0.43,2021-02-01,0606,N,VIIRS,n,1,302.45,9.86,D,0
15.694875,100.700836,340.2,0.41,0.45,2021-02-01,0606,N,VIIRS,n,1,303.85,3.75,D,0
15.843201,101.531868,367,0.55,0.42,2021-02-01,0606,N,VIIRS,h,1,305.9,21.29,D,0
15.844067,101.536926,339.55,0.55,0.42,2021-02-01,0606,N,VIIRS,n,1,303.45,21.29,D,0
15.847095,101.531197,351.12,0.55,0.42,2021-02-01,0606,N,VIIRS,n,1,302.64,21.29,D,0
16.24432,103.866913,342.83,0.42,0.38,2021-02-01,0606,N,VIIRS,n,1,303.84,4.72,D,0
15.844198,101.534119,353.24,0.55,0.42,2021-02-01,0606,N,VIIRS,n,1,304.78,23.51,D,0
15.843297,101.529068,341.3,0.55,0.42,2021-02-01,0606,N,VIIRS,n,1,303.46,12.25,D,0
15.848086,101.533432,336.06,0.55,0.42,2021-02-01,0606,N,VIIRS,n,1,299.45,7.23,D,0
15.847188,101.528381,342.41,0.55,0.42,2021-02-01,0606,N,VIIRS,n,1,299.39,13.04,D,0
15.662367,100.413422,334.5,0.43,0.46,2021-02-01,0606,N,VIIRS,l,1,304.64,1.47,D,0
15.805375,101.180443,338.8,0.57,0.43,2021-02-01,0606,N,VIIRS,n,1,303.7,12.55,D,0
15.80442,101.175102,335.03,0.57,0.43,2021-02-01,0606,N,VIIRS,n,1,301.86,12.55,D,0
15.808391,101.174355,330.83,0.57,0.43,2021-02-01,0606,N,VIIRS,n,1,298.54,2.93,D,0
16.230639,103.567566,346,0.43,0.38,2021-02-01,0606,N,VIIRS,n,1,300.74,5.65,D,0
15.803577,101.07814,339.77,0.39,0.44,2021-02-01,0606,N,VIIRS,n,1,301.19,3.83,D,0
15.802278,101.070847,337.9,0.39,0.44,2021-02-01,0606,N,VIIRS,n,1,301.46,4.58,D,0
15.70029,100.479691,332.72,0.42,0.45,2021-02-01,0606,N,VIIRS,l,1,304.34,2.08,D,0
15.804469,101.036705,331.84,0.39,0.44,2021-02-01,0606,N,VIIRS,n,1,300.3,2.01,D,0
16.291658,103.874832,340.34,0.42,0.38,2021-02-01,0606,N,VIIRS,n,1,303.73,4.19,D,0
16.187206,103.239639,335.19,0.44,0.39,2021-02-01,0606,N,VIIRS,n,1,303.35,7.66,D,3
15.921748,101.679825,331.54,0.53,0.42,2021-02-01,0606,N,VIIRS,n,1,300.59,1.59,D,0
15.754369,100.732643,332.29,0.41,0.45,2021-02-01,0606,N,VIIRS,l,1,304.7,2.3,D,0
15.758451,100.731865,339.57,0.41,0.45,2021-02-01,0606,N,VIIRS,n,1,305.43,2.3,D,0
15.931162,101.688309,330.38,0.53,0.42,2021-02-01,0606,N,VIIRS,l,1,301.32,4.77,D,0
15.813276,101.01635,337.46,0.39,0.44,2021-02-01,0606,N,VIIRS,n,1,302.32,3.04,D,0
15.812637,101.012726,330.18,0.39,0.44,2021-02-01,0606,N,VIIRS,l,1,301.74,1.41,D,0
15.545687,99.48732,331.5,0.49,0.49,2021-02-01,0606,N,VIIRS,l,1,302.02,4.37,D,0
15.648679,100.001717,344.25,0.45,0.47,2021-02-01,0606,N,VIIRS,n,1,302.11,9.34,D,0
15.652968,100.000893,354.51,0.45,0.47,2021-02-01,0606,N,VIIRS,n,1,301.01,9.34,D,0
15.836888,100.914452,352.52,0.4,0.44,2021-02-01,0606,N,VIIRS,n,1,304.11,4.36,D,0
15.840937,100.913773,333.5,0.4,0.44,2021-02-01,0606,N,VIIRS,l,1,303.78,4.36,D,0
15.79034,100.567131,338.12,0.42,0.45,2021-02-01,0606,N,VIIRS,n,1,305.91,2.23,D,0
16.068773,101.992393,332.06,0.51,0.41,2021-02-01,0606,N,VIIRS,n,1,300.05,1.91,D,0
16.113852,102.119011,341.58,0.5,0.41,2021-02-01,0606,N,VIIRS,n,1,305.18,40.74,D,0
16.113113,102.1147,335.58,0.5,0.41,2021-02-01,0606,N,VIIRS,n,1,299.22,11.07,D,0
16.119894,102.109238,338.42,0.5,0.41,2021-02-01,0606,N,VIIRS,n,1,300.62,3.97,D,0
15.846667,100.524353,346.51,0.42,0.45,2021-02-01,0606,N,VIIRS,n,1,305.83,8,D,0
15.8508,100.52356,343.59,0.42,0.45,2021-02-01,0606,N,VIIRS,n,1,301.91,5.89,D,0
16.500793,104.305168,334.53,0.41,0.37,2021-02-01,0606,N,VIIRS,n,1,301.45,1.43,D,0
15.974094,100.955383,367,0.39,0.44,2021-02-01,0606,N,VIIRS,h,1,304.04,15.19,D,0
16.443434,103.649986,331.33,0.43,0.38,2021-02-01,0606,N,VIIRS,l,1,305.67,2.78,D,0
16.14529,101.7612,334.4,0.53,0.42,2021-02-01,0606,N,VIIRS,n,1,300.42,8.32,D,0
16.149153,101.760773,355.09,0.53,0.42,2021-02-01,0606,N,VIIRS,n,1,301.5,8.32,D,0
16.148268,101.755684,345.13,0.53,0.42,2021-02-01,0606,N,VIIRS,n,1,300.02,10.7,D,0
16.155596,101.775215,331.95,0.52,0.42,2021-02-01,0606,N,VIIRS,n,1,298.18,3.75,D,0
16.160324,101.7798,334.19,0.52,0.42,2021-02-01,0606,N,VIIRS,n,1,298.3,7.59,D,0
16.159508,101.775108,334.79,0.52,0.42,2021-02-01,0606,N,VIIRS,n,1,298.14,3.75,D,0
16.360697,102.867722,333.43,0.46,0.39,2021-02-01,0606,N,VIIRS,n,1,302.15,4.55,D,0
16.176559,101.714203,348.46,0.53,0.42,2021-02-01,0606,N,VIIRS,n,1,300.51,10.39,D,0
16.508163,103.675415,344.91,0.43,0.38,2021-02-01,0606,N,VIIRS,n,1,303.97,4.92,D,0
16.182255,101.724434,330.34,0.53,0.42,2021-02-01,0606,N,VIIRS,n,1,297.13,4.5,D,0
16.042744,100.897713,335.07,0.39,0.44,2021-02-01,0606,N,VIIRS,n,1,302.84,2.5,D,0
16.4764,103.392159,331.47,0.44,0.38,2021-02-01,0606,N,VIIRS,n,1,299.98,2.5,D,0
16.47574,103.388107,331.07,0.44,0.38,2021-02-01,0606,N,VIIRS,n,1,299.35,2.5,D,0
16.542881,103.596596,337.22,0.43,0.38,2021-02-01,0606,N,VIIRS,n,1,303.99,2.98,D,0
16.104017,101.006302,332.22,0.39,0.44,2021-02-01,0606,N,VIIRS,n,1,300.71,2.06,D,0
16.508829,103.282631,339.38,0.44,0.38,2021-02-01,0606,N,VIIRS,n,1,300.86,5.05,D,0
16.512346,103.282028,342.03,0.44,0.38,2021-02-01,0606,N,VIIRS,n,1,300.53,4.58,D,0
16.039568,100.484467,333.29,0.42,0.45,2021-02-01,0606,N,VIIRS,l,1,304.2,3.18,D,0
16.043694,100.483673,344.34,0.42,0.45,2021-02-01,0606,N,VIIRS,n,1,306.68,24.37,D,0
16.047825,100.48288,346.26,0.42,0.45,2021-02-01,0606,N,VIIRS,n,1,310.04,24.37,D,0
15.854438,99.422363,342.48,0.49,0.49,2021-02-01,0606,N,VIIRS,n,1,303.3,6.9,D,0
16.58539,103.572784,337.14,0.43,0.38,2021-02-01,0606,N,VIIRS,n,1,302.76,1.85,D,0
16.554571,103.164146,334.28,0.44,0.39,2021-02-01,0606,N,VIIRS,n,1,304.19,2.46,D,0
15.897764,99.3573,331.59,0.49,0.49,2021-02-01,0606,N,VIIRS,l,1,301.84,2.66,D,0
16.18618,100.903931,333.53,0.39,0.44,2021-02-01,0606,N,VIIRS,n,1,302.91,2.27,D,0
16.13979,100.647903,345.08,0.41,0.45,2021-02-01,0606,N,VIIRS,n,1,303,6.5,D,0
15.900577,99.358124,354.68,0.49,0.49,2021-02-01,0606,N,VIIRS,n,1,305.52,20.98,D,0
15.905019,99.357216,336.58,0.49,0.49,2021-02-01,0606,N,VIIRS,n,1,300.03,20.98,D,0
16.195196,100.815308,330.01,0.4,0.44,2021-02-01,0606,N,VIIRS,l,1,301.43,3.21,D,0
16.198565,100.810837,331.95,0.4,0.44,2021-02-01,0606,N,VIIRS,n,1,299.57,2.63,D,0
16.604593,103.117409,341.87,0.45,0.39,2021-02-01,0606,N,VIIRS,n,1,304.03,2.91,D,0
16.775021,104.00708,331.44,0.41,0.37,2021-02-01,0606,N,VIIRS,n,1,303.36,1.69,D,0
16.756989,103.895103,333.03,0.42,0.37,2021-02-01,0606,N,VIIRS,n,1,302.02,3.16,D,0
16.250452,100.892288,331.7,0.39,0.44,2021-02-01,0606,N,VIIRS,n,1,299.26,2.06,D,0
16.572489,102.748161,331.52,0.46,0.39,2021-02-01,0606,N,VIIRS,l,1,302.76,1.12,D,0
16.829428,104.064781,331.43,0.41,0.37,2021-02-01,0606,N,VIIRS,n,1,299.68,0.95,D,0
16.668102,103.068008,331.04,0.45,0.39,2021-02-01,0606,N,VIIRS,l,1,303.89,2.99,D,0
16.680021,103.117256,341.23,0.44,0.39,2021-02-01,0606,N,VIIRS,n,1,303.5,2.81,D,0
16.683558,103.116631,332.75,0.44,0.39,2021-02-01,0606,N,VIIRS,l,1,303.29,2.81,D,0
16.746777,103.38781,333.27,0.43,0.38,2021-02-01,0606,N,VIIRS,n,1,302.01,2.85,D,0
16.679699,102.897057,333.59,0.45,0.39,2021-02-01,0606,N,VIIRS,n,1,301.93,3.52,D,0
16.733826,103.090637,339.59,0.45,0.39,2021-02-01,0606,N,VIIRS,n,1,302.53,2.92,D,0
16.751261,102.997131,332.01,0.45,0.39,2021-02-01,0606,N,VIIRS,l,1,302.86,1.37,D,0
16.754726,103.001564,334.43,0.45,0.39,2021-02-01,0606,N,VIIRS,l,1,304.99,2.68,D,0
16.754019,102.997368,347.07,0.45,0.39,2021-02-01,0606,N,VIIRS,n,1,304.78,6.07,D,0
16.771137,102.837654,332.38,0.46,0.39,2021-02-01,0606,N,VIIRS,l,1,306.36,3.09,D,0
16.476328,101.10569,333.55,0.57,0.43,2021-02-01,0606,N,VIIRS,n,1,301.79,3.98,D,0
