OID_,FID_SUOMI_XYTableToPoint,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,FID_อุทยานแห่งชาติแม่ปิง_Merge,AREA,PERIMETER,PROV_CODE,PROV_NAM_T,PROV_NAM_E,REGION,DNPO_CODE,DNPO_TH,LOCATION,TYPT,FR_ID,FR_NAME,PROVINCE,SOURCE,TYPE,F_CODE,KM2,RAI,fullname
606,19168,17.523569999999999,98.836370000000002,333.209999999999980,0.420000000000000,0.610000000000000,3/2/2023 0:00:00,722,N,VIIRS,n,2.0NRT,299.300000000000011,5.250000000000000,D,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
607,21151,17.523589999999999,98.824250000000006,343.850000000000023,0.410000000000000,0.450000000000000,3/3/2023 0:00:00,701,N,VIIRS,n,2.0NRT,303.629999999999995,5.400000000000000,D,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
608,19167,17.524010000000001,98.840680000000006,352.920000000000016,0.420000000000000,0.610000000000000,3/2/2023 0:00:00,722,N,VIIRS,n,2.0NRT,301.879999999999995,5.250000000000000,D,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
609,9367,17.524149999999999,98.728980000000007,333.189999999999998,0.390000000000000,0.360000000000000,2/27/2023 0:00:00,637,N,VIIRS,l,2.0NRT,305.360000000000014,3.060000000000000,D,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
610,19166,17.524439999999998,98.844980000000007,335.730000000000018,0.420000000000000,0.610000000000000,3/2/2023 0:00:00,722,N,VIIRS,n,2.0NRT,300.839999999999975,6.070000000000000,D,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
611,19173,17.524580000000000,98.733149999999995,332.199999999999989,0.410000000000000,0.610000000000000,3/2/2023 0:00:00,722,N,VIIRS,n,2.0NRT,300.870000000000005,2.870000000000000,D,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
612,21641,17.524619999999999,98.757530000000003,302.209999999999980,0.560000000000000,0.520000000000000,3/3/2023 0:00:00,1934,N,VIIRS,n,2.0NRT,291.290000000000020,1.580000000000000,N,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
613,9366,17.524719999999999,98.732630000000000,339.110000000000014,0.390000000000000,0.360000000000000,2/27/2023 0:00:00,637,N,VIIRS,n,2.0NRT,303.220000000000027,3.060000000000000,D,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
614,9371,17.525169999999999,98.713679999999997,331.139999999999986,0.390000000000000,0.360000000000000,2/27/2023 0:00:00,637,N,VIIRS,n,2.0NRT,303.410000000000025,2.470000000000000,D,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
615,6213,17.525279999999999,98.715369999999993,306.550000000000011,0.450000000000000,0.470000000000000,2/26/2023 0:00:00,1927,N,VIIRS,n,2.0NRT,289.790000000000020,0.740000000000000,N,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
616,17414,17.525770000000001,98.798040000000000,310.250000000000000,0.590000000000000,0.530000000000000,3/1/2023 0:00:00,1832,N,VIIRS,n,2.0NRT,291.250000000000000,2.810000000000000,N,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
617,20188,17.525910000000000,98.860500000000002,302.060000000000002,0.580000000000000,0.700000000000000,3/2/2023 0:00:00,1953,N,VIIRS,n,2.0NRT,290.089999999999975,1.240000000000000,N,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
618,10804,17.525919999999999,98.734179999999995,303.790000000000020,0.400000000000000,0.370000000000000,2/27/2023 0:00:00,1908,N,VIIRS,n,2.0NRT,287.209999999999980,0.790000000000000,N,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
619,10809,17.526199999999999,98.711519999999993,304.069999999999993,0.400000000000000,0.370000000000000,2/27/2023 0:00:00,1908,N,VIIRS,n,2.0NRT,290.920000000000016,1.130000000000000,N,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
620,17413,17.526380000000000,98.792839999999998,311.240000000000009,0.590000000000000,0.530000000000000,3/1/2023 0:00:00,1832,N,VIIRS,n,2.0NRT,292.269999999999982,2.550000000000000,N,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
621,19165,17.526579999999999,98.866230000000002,334.800000000000011,0.420000000000000,0.610000000000000,3/2/2023 0:00:00,722,N,VIIRS,n,2.0NRT,300.199999999999989,5.750000000000000,D,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
622,21149,17.526640000000000,98.881010000000003,330.740000000000009,0.420000000000000,0.450000000000000,3/3/2023 0:00:00,701,N,VIIRS,n,2.0NRT,303.129999999999995,1.350000000000000,D,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
623,19851,17.526850000000000,98.858279999999993,307.139999999999986,0.600000000000000,0.700000000000000,3/2/2023 0:00:00,1810,N,VIIRS,n,2.0NRT,290.509999999999991,2.030000000000000,N,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
624,14585,17.526920000000000,98.789379999999994,304.209999999999980,0.460000000000000,0.390000000000000,2/28/2023 0:00:00,1849,N,VIIRS,n,2.0NRT,291.480000000000018,1.230000000000000,N,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
625,14584,17.527539999999998,98.784989999999993,312.029999999999973,0.460000000000000,0.390000000000000,2/28/2023 0:00:00,1849,N,VIIRS,n,2.0NRT,292.230000000000018,1.230000000000000,N,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
626,21156,17.527790000000000,98.824010000000001,346.069999999999993,0.410000000000000,0.450000000000000,3/3/2023 0:00:00,701,N,VIIRS,n,2.0NRT,301.990000000000009,5.400000000000000,D,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
627,9370,17.528040000000001,98.732069999999993,333.009999999999991,0.390000000000000,0.360000000000000,2/27/2023 0:00:00,637,N,VIIRS,n,2.0NRT,302.889999999999986,3.060000000000000,D,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
628,6210,17.528790000000001,98.720179999999999,303.220000000000027,0.450000000000000,0.470000000000000,2/26/2023 0:00:00,1927,N,VIIRS,n,2.0NRT,289.860000000000014,0.700000000000000,N,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
629,9373,17.529060000000001,98.716740000000001,335.870000000000005,0.390000000000000,0.360000000000000,2/27/2023 0:00:00,637,N,VIIRS,n,2.0NRT,301.680000000000007,3.910000000000000,D,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
630,10795,17.529280000000000,98.734780000000001,322.860000000000014,0.400000000000000,0.370000000000000,2/27/2023 0:00:00,1908,N,VIIRS,n,2.0NRT,288.660000000000025,1.120000000000000,N,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
631,6209,17.529470000000000,98.716579999999993,301.180000000000007,0.450000000000000,0.470000000000000,2/26/2023 0:00:00,1927,N,VIIRS,n,2.0NRT,289.459999999999980,0.710000000000000,N,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
632,10803,17.529540000000001,98.712220000000002,310.839999999999975,0.400000000000000,0.370000000000000,2/27/2023 0:00:00,1908,N,VIIRS,n,2.0NRT,290.680000000000007,1.130000000000000,N,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
633,16213,17.529579999999999,98.809070000000006,354.170000000000016,0.410000000000000,0.600000000000000,3/1/2023 0:00:00,559,N,VIIRS,n,2.0NRT,300.529999999999973,4.770000000000000,D,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
634,21170,17.529669999999999,98.759399999999999,330.019999999999982,0.410000000000000,0.450000000000000,3/3/2023 0:00:00,701,N,VIIRS,l,2.0NRT,302.560000000000002,6.430000000000000,D,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
635,6198,17.530180000000001,98.782970000000006,297.529999999999973,0.450000000000000,0.470000000000000,2/26/2023 0:00:00,1927,N,VIIRS,n,2.0NRT,287.410000000000025,0.950000000000000,N,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
636,19172,17.530220000000000,98.845150000000004,330.660000000000025,0.420000000000000,0.610000000000000,3/2/2023 0:00:00,722,N,VIIRS,n,2.0NRT,298.500000000000000,6.070000000000000,D,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
637,16209,17.530570000000001,98.810869999999994,352.160000000000025,0.410000000000000,0.600000000000000,3/1/2023 0:00:00,559,N,VIIRS,n,2.0NRT,301.199999999999989,6.740000000000000,D,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
638,19171,17.530639999999998,98.849260000000001,353.689999999999998,0.420000000000000,0.610000000000000,3/2/2023 0:00:00,722,N,VIIRS,n,2.0NRT,300.300000000000011,6.070000000000000,D,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
639,6204,17.530799999999999,98.732879999999994,302.740000000000009,0.450000000000000,0.470000000000000,2/26/2023 0:00:00,1927,N,VIIRS,n,2.0NRT,288.959999999999980,1.080000000000000,N,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
640,10785,17.530819999999999,98.788390000000007,301.610000000000014,0.400000000000000,0.370000000000000,2/27/2023 0:00:00,1908,N,VIIRS,n,2.0NRT,289.459999999999980,1.110000000000000,N,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
641,21150,17.530819999999999,98.880549999999999,346.779999999999973,0.420000000000000,0.450000000000000,3/3/2023 0:00:00,701,N,VIIRS,n,2.0NRT,306.410000000000025,10.810000000000000,D,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
642,19170,17.531050000000000,98.853319999999997,352.649999999999977,0.420000000000000,0.610000000000000,3/2/2023 0:00:00,722,N,VIIRS,n,2.0NRT,300.329999999999984,12.930000000000000,D,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
643,17409,17.531230000000001,98.793670000000006,310.870000000000005,0.590000000000000,0.530000000000000,3/1/2023 0:00:00,1832,N,VIIRS,n,2.0NRT,293.269999999999982,2.550000000000000,N,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
644,6203,17.531569999999999,98.728790000000004,304.600000000000023,0.450000000000000,0.470000000000000,2/26/2023 0:00:00,1927,N,VIIRS,n,2.0NRT,289.800000000000011,1.080000000000000,N,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
645,9372,17.531929999999999,98.735119999999995,341.350000000000023,0.390000000000000,0.360000000000000,2/27/2023 0:00:00,637,N,VIIRS,n,2.0NRT,303.050000000000011,3.170000000000000,D,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
646,20187,17.532139999999998,98.862560000000002,302.279999999999973,0.580000000000000,0.700000000000000,3/2/2023 0:00:00,1953,N,VIIRS,n,2.0NRT,291.149999999999977,2.110000000000000,N,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
647,19850,17.532440000000001,98.869510000000005,303.810000000000002,0.600000000000000,0.700000000000000,3/2/2023 0:00:00,1810,N,VIIRS,n,2.0NRT,291.129999999999995,1.710000000000000,N,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
648,10793,17.532640000000001,98.735410000000002,304.670000000000016,0.400000000000000,0.370000000000000,2/27/2023 0:00:00,1908,N,VIIRS,n,2.0NRT,288.500000000000000,1.120000000000000,N,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
649,9365,17.532720000000001,98.783850000000001,333.800000000000011,0.390000000000000,0.360000000000000,2/27/2023 0:00:00,637,N,VIIRS,n,2.0NRT,298.019999999999982,4.090000000000000,D,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
650,19849,17.532940000000000,98.864090000000004,315.240000000000009,0.600000000000000,0.700000000000000,3/2/2023 0:00:00,1810,N,VIIRS,n,2.0NRT,291.329999999999984,1.710000000000000,N,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
651,9375,17.532959999999999,98.719859999999997,337.259999999999991,0.390000000000000,0.360000000000000,2/27/2023 0:00:00,637,N,VIIRS,n,2.0NRT,302.759999999999991,2.930000000000000,D,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
652,6202,17.533000000000001,98.721230000000006,303.279999999999973,0.450000000000000,0.470000000000000,2/26/2023 0:00:00,1927,N,VIIRS,n,2.0NRT,290.470000000000027,0.700000000000000,N,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
653,20186,17.533359999999998,98.857100000000003,307.360000000000014,0.580000000000000,0.700000000000000,3/2/2023 0:00:00,1953,N,VIIRS,n,2.0NRT,291.420000000000016,2.110000000000000,N,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
654,19848,17.533470000000001,98.858419999999995,303.639999999999986,0.600000000000000,0.700000000000000,3/2/2023 0:00:00,1810,N,VIIRS,n,2.0NRT,291.480000000000018,2.120000000000000,N,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
655,21155,17.533950000000001,98.871949999999998,346.720000000000027,0.420000000000000,0.450000000000000,3/3/2023 0:00:00,701,N,VIIRS,n,2.0NRT,306.699999999999989,12.859999999999999,D,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
656,19847,17.534020000000002,98.852580000000003,302.360000000000014,0.600000000000000,0.700000000000000,3/2/2023 0:00:00,1810,N,VIIRS,n,2.0NRT,290.360000000000014,2.120000000000000,N,3,552428032.0000000,265915.0000000,51,จ.ลำพูน,Changwat Lamphun,ภาคเหนือ,16A,สำนักบริหารพื้นท,เชียงใหม่,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,552.427621336000016,345267.531250000000000,อุทยานแห่งชาติ แม่ปิง
